OrderID,OrderDate,Region,Category,Channel,UnitsSold,UnitPrice,CustomerAge,Revenue
ORD1250,2024-07-01 20:46:39.198396,North,Groceries,In-Store,17,89.39,23.0,1519.63
ORD1162,2024-04-28 11:55:40.280561,Central,Electronics,Online,7,400.89,20.0,2806.23
ORD1149,2024-04-18 23:42:41.122244,West,Clothing,In-Store,40,263.93,23.0,10557.2
ORD1457,2024-11-30 06:41:07.334669,East,Sports,Online,28,262.78,37.0,7357.84
ORD1465,2024-12-06 03:07:34.509018,,Clothing,Online,34,277.3,69.0,9428.2
ORD1094,2024-03-09 18:10:49.298597,North,Groceries,In-Store,9,147.9,31.0,1331.1
ORD1067,2024-02-19 00:11:32.585170,South,Sports,In-Store,34,121.11,64.0,4117.74
ORD1221,2024-06-10 15:40:45.691382,North,Home & Garden,Online,17,136.12,72.0,2314.04
ORD1085,2024-03-03 04:11:03.727454,North,Sports,Online,17,290.71,21.0,4942.07
ORD1187,2024-05-16 18:48:20.200400,North,Electronics,In-Store,27,367.32,,9917.64
ORD1089,2024-03-06 02:24:17.314629,East,Electronics,In-Store,35,162.47,34.0,5686.45
ORD1326,2024-08-26 10:57:57.354709,East,Clothing,Online,24,468.54,29.0,11244.96
ORD1034,2024-01-25 20:52:25.490981,East,Home & Garden,Online,18,272.25,56.0,4900.5
ORD1217,2024-06-07 17:27:32.104208,West,Clothing,In-Store,27,303.59,39.0,8196.93
ORD1072,2024-02-22 15:58:04.569138,Central,Home & Garden,Online,6,190.28,71.0,1141.68
ORD1220,2024-06-09 22:07:27.294589,South,Home & Garden,Online,22,387.45,52.0,8523.9
ORD1310,2024-08-14 18:05:03.006012,North,Groceries,Online,20,305.15,18.0,6103.0
ORD1434,2024-11-13 10:55:04.208416,West,Sports,Online,18,416.11,63.0,7489.98
ORD1485,2024-12-20 18:13:42.444889,East,Home & Garden,Online,36,31.66,47.0,1139.76
ORD1012,2024-01-09 18:39:40.761523,Central,Electronics,In-Store,46,122.33,54.0,5627.18
ORD1198,2024-05-24 19:54:42.565130,Central,Clothing,Online,6,270.0,74.0,1620.0
ORD1213,2024-06-04 19:14:18.517034,South,Home & Garden,Online,20,363.64,41.0,7272.8
ORD1446,2024-11-22 05:34:44.969939,East,Clothing,In-Store,33,134.05,45.0,4423.65
ORD1234,2024-06-20 03:53:44.849699,North,Electronics,In-Store,7,298.44,61.0,2089.08
ORD1425,2024-11-06 20:55:18.637274,South,HOME & GARDEN,In-Store,46,196.86,47.0,9055.56
ORD1353,2024-09-15 04:57:14.068136,West,Clothing,In-Store,12,114.3,44.0,1371.6
ORD1395,2024-10-15 22:16:06.733466,Central,Sports,In-Store,31,478.33,65.0,14828.23
ORD1096,2024-03-11 05:17:26.092184,Central,Sports,Online,14,327.0,41.0,4578.0
ORD1483,2024-12-19 07:07:05.651302,Central,Clothing,Online,26,281.12,29.0,7309.12
ORD1297,2024-08-05 05:52:03.847695,East,CLOTHING,Online,25,74.93,51.0,1873.25
ORD1063,2024-02-16 01:58:18.997995,South,Groceries,Online,45,85.38,73.0,3842.1
ORD1222,2024-06-11 09:14:04.088176,East,Clothing,In-Store,10,324.42,45.0,3244.2
ORD1095,2024-03-10 11:44:07.695390,East,Sports,Online,4,59.01,20.0,236.04
ORD1013,2024-01-10 12:12:59.158316,South,Groceries,Online,29,121.16,,3513.64
ORD1017,2024-01-13 10:26:12.745490,Central,Sports,Online,16,227.14,25.0,3634.24
ORD1367,2024-09-25 10:43:31.623246,East,Sports,Online,33,128.05,69.0,4225.65
ORD1246,2024-06-28 22:33:25.611222,West,Home & Garden,In-Store,46,48.94,67.0,2251.24
ORD1393,2024-10-14 11:09:29.939879,North,Groceries,In-Store,9,430.48,64.0,3874.32
ORD1207,2024-05-31 09:54:28.136272,East,Home & Garden,Online,15,75.18,37.0,1127.7
ORD1090,2024-03-06 19:57:35.711422,East,Electronics,Online,38,433.89,72.0,16487.82
ORD1307,2024-08-12 13:25:07.815631,West,Home & Garden,In-Store,44,289.71,63.0,12747.24
ORD1464,2024-12-05 09:34:16.112224,South,Home & Garden,In-Store,36,191.12,26.0,6880.32
ORD1365,2024-09-23 23:36:54.829659,Central,Sports,Online,33,196.6,50.0,6487.8
ORD1039,2024-01-29 12:38:57.474949,South,Groceries,Online,46,30.59,65.0,1407.14
ORD1086,2024-03-03 21:44:22.124248,North,Groceries,In-Store,-1,177.54,74.0,4260.96
ORD1181,2024-05-12 09:28:29.819639,East,Sports,In-Store,12,183.58,46.0,2202.96
ORD1347,2024-09-10 19:37:23.687374,North,Home & Garden,Online,8,92.99,38.0,743.92
ORD1145,2024-04-16 01:29:27.535070,West,Clothing,Online,6,242.2,65.0,1453.2
ORD1158,2024-04-25 13:42:26.693386,North,Electronics,In-Store,42,412.47,74.0,17323.74
ORD1410,2024-10-26 21:35:42.685370,South,Groceries,In-Store,22,117.35,67.0,2581.7
ORD1371,2024-09-28 08:56:45.210420,West,Groceries,In-Store,30,293.16,69.0,8794.8
ORD1449,2024-11-24 10:14:40.160320,South,Electronics,Online,49,241.74,72.0,11845.26
ORD1355,2024-09-16 16:03:50.861723,East,Groceries,In-Store,32,329.58,57.0,10546.56
ORD1200,2024-05-26 07:01:19.358717,South,Home & Garden,Online,30,159.57,23.0,4787.1
ORD1292,2024-08-01 14:05:31.863727,North,Groceries,Online,44,272.17,39.0,11975.48
ORD1071,2024-02-21 22:24:46.172344,Central,Clothing,Online,3,489.42,41.0,1468.26
ORD1386,2024-10-09 08:16:21.162324,South,Clothing,Online,49,78.87,58.0,3864.63
ORD1494,2024-12-27 08:13:28.016032,Central,Sports,In-Store,37,482.74,52.0,17861.38
ORD1391,2024-10-13 00:02:53.146292,Central,Sports,Online,9,406.29,72.0,3656.61
ORD1397,2024-10-17 09:22:43.527054,East,Electronics,Online,41,55.56,57.0,2277.96
ORD1486,2024-12-21 11:47:00.841683,North,SPORTS,Online,48,163.43,43.0,7844.64
ORD1471,2024-12-10 12:27:24.889779,Central,Sports,In-Store,6,250.54,74.0,1503.24
ORD1392,2024-10-13 17:36:11.543086,Central,Clothing,In-Store,6,308.97,26.0,1853.82
ORD1133,2024-04-07 06:49:46.773547,Central,Home & Garden,In-Store,40,276.96,66.0,11078.4
ORD1060,2024-02-13 21:18:23.807615,South,Electronics,In-Store,8,76.05,48.0,608.4
ORD1381,2024-10-05 16:29:49.178356,Central,Sports,In-Store,46,188.85,29.0,8687.1
ORD1487,2024-12-22 05:20:19.238476,East,Groceries,In-Store,30,377.83,65.0,11334.9
ORD1100,2024-03-14 03:30:39.679358,West,Home & Garden,In-Store,41,451.18,69.0,18498.38
ORD1019,2024-01-14 21:32:49.539078,West,Home & Garden,In-Store,47,77.15,61.0,3626.05
ORD1389,2024-10-11 12:56:16.352705,South,Groceries,In-Store,3,125.52,38.0,376.56
ORD1470,2024-12-09 18:54:06.492985,South,GROCERIES,Online,36,339.61,61.0,12225.96
ORD1264,2024-07-12 02:32:56.753507,West,Clothing,Online,22,125.61,61.0,2763.42
ORD1276,2024-07-20 21:12:37.515030,Central,Clothing,Online,20,174.13,41.0,3482.6
ORD1008,2024-01-06 20:26:27.174348,East,Sports,In-Store,32,9.47,,303.04
ORD1309,2024-08-14 00:31:44.609218,Central,Sports,Online,3,160.3,51.0,480.9
ORD1283,2024-07-26 00:05:46.292585,West,Home & Garden,In-Store,15,471.48,74.0,7072.2
ORD1493,2024-12-26 14:40:09.619238,North,Clothing,Online,2,50.48,38.0,100.96
ORD1092,2024-03-08 07:04:12.505010,East,Sports,Online,47,377.45,21.0,17740.15
ORD1252,2024-07-03 07:53:15.991983,West,Electronics,In-Store,13,214.23,35.0,2784.99
ORD1032,2024-01-24 09:45:48.697394,West,Clothing,In-Store,30,432.79,38.0,12983.7
ORD1135,2024-04-08 17:56:23.567134,East,Electronics,Online,32,359.17,64.0,11493.44
ORD1022,2024-01-17 02:12:44.729458,West,Groceries,In-Store,25,474.55,18.0,11863.75
ORD1062,2024-02-15 08:25:00.601202,,Sports,In-Store,29,367.78,23.0,10665.62
ORD1492,2024-12-25 21:06:51.222444,West,Groceries,Online,14,344.22,50.0,4819.08
ORD1215,2024-06-06 06:20:55.310621,East,Groceries,Online,36,173.84,59.0,6258.24
ORD1415,2024-10-30 13:22:14.669338,Central,Sports,Online,14,494.2,45.0,6918.8
ORD1427,2024-11-08 08:01:55.430861,Central,Groceries,In-Store,45,495.84,63.0,22312.8
ORD1257,2024-07-06 23:39:47.975951,Central,Clothing,In-Store,29,240.07,41.0,6962.03
ORD1052,2024-02-08 00:51:56.633266,West,Clothing,Online,46,486.68,74.0,22387.28
ORD1416,2024-10-31 06:55:33.066132,,Home & Garden,Online,11,224.42,18.0,2468.62
ORD1173,2024-05-06 13:02:02.645290,West,Groceries,In-Store,39,60.59,70.0,2363.01
ORD1035,2024-01-26 14:25:43.887775,Central,Sports,Online,37,21.92,44.0,811.04
ORD1178,2024-05-10 04:48:34.629258,Central,Sports,Online,14,397.9,43.0,5570.6
ORD1167,2024-05-02 03:42:12.264529,East,Electronics,Online,23,459.29,71.0,10563.67
ORD1226,2024-06-14 07:27:17.675350,South,Groceries,In-Store,18,175.06,33.0,3151.08
ORD1120,2024-03-28 18:36:47.615230,South,Sports,Online,8,380.88,48.0,3047.04
ORD1275,2024-07-20 03:39:19.118236,East,Electronics,Online,37,117.54,54.0,4348.98
ORD1044,2024-02-02 04:25:29.458917,South,Electronics,Online,24,56.14,39.0,1347.36
ORD1300,2024-08-07 10:31:59.038076,Central,HOME & GARDEN,Online,8,164.65,58.0,1317.2
ORD1324,2024-08-24 23:51:20.561122,North,Electronics,In-Store,22,65.41,56.0,1439.02
ORD1076,2024-02-25 14:11:18.156312,North,Clothing,Online,23,432.98,55.0,9958.54
ORD1208,2024-06-01 03:27:46.533066,West,Electronics,Online,30,140.9,41.0,4227.0
ORD1368,2024-09-26 04:16:50.020040,West,Clothing,In-Store,33,71.23,52.0,2350.59
ORD1212,2024-06-04 01:41:00.120240,East,Clothing,Online,4,225.67,47.0,902.68
ORD1267,2024-07-14 07:12:51.943887,North,Sports,Online,3,132.24,74.0,396.72
ORD1311,2024-08-15 11:38:21.402805,,Clothing,Online,46,73.9,27.0,3399.4
ORD1216,2024-06-06 23:54:13.707414,West,Clothing,In-Store,4,410.26,47.0,1641.04
ORD1441,2024-11-18 13:48:12.985971,Central,Sports,In-Store,28,117.78,38.0,3297.84
ORD1009,2024-01-07 13:59:45.571142,Central,Electronics,Online,32,296.26,61.0,9480.32
ORD1409,2024-10-26 04:02:24.288577,West,Clothing,In-Store,6,227.81,44.0,1366.86
ORD1429,2024-11-09 19:08:32.224448,West,Sports,Online,29,471.45,36.0,13672.05
ORD1285,2024-07-27 11:12:23.086172,Central,Electronics,In-Store,35,85.07,50.0,2977.45
ORD1295,2024-08-03 18:45:27.054108,Central,Clothing,In-Store,8,268.58,34.0,2148.64
ORD1104,2024-03-17 01:43:53.266533,North,Home & Garden,Online,9,190.96,51.0,1718.64
ORD1312,2024-08-16 05:11:39.799599,South,Electronics,Online,15,449.64,38.0,6744.6
ORD1445,2024-11-21 12:01:26.573146,,Home & Garden,Online,15,131.43,21.0,1971.45
ORD1047,2024-02-04 09:05:24.649298,Central,Clothing,In-Store,37,201.7,71.0,7462.9
ORD1091,2024-03-07 13:30:54.108216,North,Electronics,Online,13,496.7,24.0,6457.1
ORD1182,2024-05-13 03:01:48.216432,North,Clothing,Online,39,453.42,54.0,17683.38
ORD1315,2024-08-18 09:51:34.989979,South,Groceries,Online,14,476.63,39.0,6672.82
ORD1463,2024-12-04 16:00:57.715430,South,Sports,Online,41,52.03,46.0,2133.23
ORD1172,2024-05-05 19:28:44.248496,South,Sports,Online,30,265.62,68.0,7968.6
ORD1232,2024-06-18 16:47:08.056112,West,Groceries,Online,35,321.88,30.0,11265.8
ORD1477,2024-12-14 21:47:15.270541,North,Clothing,Online,18,132.92,26.0,2392.56
ORD1036,2024-01-27 07:59:02.284569,East,Home & Garden,Online,25,493.41,44.0,12335.25
ORD1156,2024-04-24 02:35:49.899799,West,Electronics,Online,45,202.95,33.0,9132.75
ORD1002,2024-01-02 11:06:36.793587,East,Sports,In-Store,42,333.0,20.0,13986.0
ORD1242,2024-06-26 00:20:12.024048,North,Clothing,In-Store,11,497.76,60.0,5475.36
ORD1308,2024-08-13 06:58:26.212424,Central,Electronics,In-Store,24,242.28,23.0,5814.72
ORD1289,2024-07-30 09:25:36.673346,West,Electronics,In-Store,12,198.57,59.0,2382.84
ORD1048,2024-02-05 02:38:43.046092,South,Electronics,In-Store,37,242.55,29.0,8974.35
ORD1414,2024-10-29 19:48:56.272545,North,GROCERIES,In-Store,42,57.32,50.0,2407.44
ORD1421,2024-11-03 22:42:05.050100,West,Sports,In-Store,13,402.05,65.0,5226.65
ORD1141,2024-04-13 03:16:13.947895,Central,Sports,In-Store,27,477.56,34.0,12894.12
ORD1223,2024-06-12 02:47:22.484969,West,Groceries,Online,1,299.9,31.0,299.9
ORD1352,2024-09-14 11:23:55.671342,North,Groceries,Online,17,120.16,31.0,2042.72
ORD1183,2024-05-13 20:35:06.613226,South,Clothing,In-Store,2,386.12,37.0,772.24
ORD1331,2024-08-30 02:44:29.338677,South,Home & Garden,Online,8,13.76,27.0,110.08
ORD1450,2024-11-25 03:47:58.557114,East,Groceries,Online,30,448.43,44.0,13452.9
ORD1431,2024-11-11 06:15:09.018036,North,Electronics,Online,44,180.65,26.0,7948.6
ORD1160,2024-04-27 00:49:03.486973,East,Sports,In-Store,27,66.0,27.0,1782.0
ORD1336,2024-09-02 18:31:01.322645,North,Clothing,In-Store,46,99.93,24.0,4596.78
ORD1400,2024-10-19 14:02:38.717434,East,Home & Garden,Online,8,405.4,37.0,3243.2
ORD1219,2024-06-09 04:34:08.897795,North,Clothing,Online,12,453.23,24.0,5438.76
ORD1099,2024-03-13 09:57:21.282565,North,Sports,In-Store,11,221.9,72.0,2440.9
ORD1380,2024-10-04 22:56:30.781563,South,Groceries,Online,26,26.1,73.0,678.6
ORD1235,2024-06-20 21:27:03.246492,South,Clothing,In-Store,29,341.67,26.0,9908.43
ORD1454,2024-11-28 02:01:12.144288,West,Electronics,In-Store,20,61.41,50.0,1228.2
ORD1117,2024-03-26 13:56:52.424849,East,Clothing,In-Store,24,295.6,47.0,7094.4
ORD1341,2024-09-06 10:17:33.306613,West,Sports,Online,11,152.19,63.0,1674.09
ORD1001,2024-01-01 17:33:18.396793,Central,ELECTRONICS,In-Store,35,291.81,73.0,10213.35
ORD1113,2024-03-23 15:43:38.837675,East,Home & Garden,In-Store,25,300.26,,7506.5
ORD1466,2024-12-06 20:40:52.905811,South,Electronics,In-Store,36,197.38,55.0,7105.68
ORD1174,2024-05-07 06:35:21.042084,West,Electronics,In-Store,31,6.28,36.0,194.68
ORD1253,2024-07-04 01:26:34.388777,East,Home & Garden,Online,41,411.79,49.0,16883.39
ORD1448,2024-11-23 16:41:21.763527,North,Sports,Online,12,480.11,48.0,5761.32
ORD1485,2024-12-20 18:13:42.444889,East,Home & Garden,Online,36,31.66,47.0,1139.76
ORD1184,2024-05-14 14:08:25.010020,South,Home & Garden,In-Store,32,280.54,66.0,8977.28
ORD1165,2024-04-30 16:35:35.470941,South,ELECTRONICS,Online,45,397.74,66.0,17898.3
ORD1481,2024-12-17 20:00:28.857715,West,Groceries,In-Store,33,489.31,39.0,16147.23
ORD1372,2024-09-29 02:30:03.607214,South,Electronics,Online,33,342.08,40.0,11288.64
ORD1274,2024-07-19 10:06:00.721442,East,Clothing,In-Store,16,63.24,43.0,1011.84
ORD1192,2024-05-20 10:34:52.184368,,Groceries,Online,31,79.1,56.0,2452.1
ORD1000,2024-01-01 00:00:00.000000,West,Groceries,In-Store,2,298.49,50.0,596.98
ORD1054,2024-02-09 11:58:33.426853,East,Sports,Online,11,130.84,70.0,1439.24
ORD1375,2024-10-01 07:09:58.797595,East,Groceries,In-Store,22,165.13,60.0,3632.86
ORD1028,2024-01-21 11:32:35.110220,West,Sports,Online,49,269.09,51.0,13185.41
ORD1206,2024-05-30 16:21:09.739478,Central,Sports,Online,28,33.94,48.0,950.32
ORD1383,2024-10-07 03:36:25.971943,West,HOME & GARDEN,Online,34,324.81,25.0,11043.54
ORD1496,2024-12-28 19:20:04.809619,East,Electronics,In-Store,38,79.58,51.0,3024.04
ORD1049,2024-02-05 20:12:01.442885,West,Clothing,Online,43,344.55,34.0,14815.65
ORD1350,2024-09-13 00:17:18.877755,South,Home & Garden,In-Store,24,318.43,69.0,7642.32
ORD1020,2024-01-15 15:06:07.935871,South,Groceries,In-Store,10,227.47,22.0,2274.7
ORD1293,2024-08-02 07:38:50.260521,West,Clothing,In-Store,16,315.84,72.0,5053.44
ORD1176,2024-05-08 17:41:57.835671,East,SPORTS,Online,36,260.01,52.0,9360.36
ORD1335,2024-09-02 00:57:42.925851,South,Groceries,Online,18,284.4,49.0,5119.2
ORD1379,2024-10-04 05:23:12.384769,Central,HOME & GARDEN,Online,39,36.99,28.0,1442.61
ORD1033,2024-01-25 03:19:07.094188,North,Sports,Online,4,281.28,63.0,1125.12
ORD1171,2024-05-05 01:55:25.851703,North,Electronics,Online,43,189.89,62.0,8165.27
ORD1007,2024-01-06 02:53:08.777555,East,Groceries,Online,18,429.7,47.0,7734.6
ORD1318,2024-08-20 14:31:30.180360,South,Sports,In-Store,44,65.27,19.0,2871.88
ORD1249,2024-07-01 03:13:20.801603,,Home & Garden,In-Store,4,378.64,24.0,1514.56
ORD1106,2024-03-18 12:50:30.060120,East,Groceries,Online,25,326.29,35.0,8157.25
ORD1413,2024-10-29 02:15:37.875751,West,Electronics,Online,41,441.82,55.0,18114.62
ORD1097,2024-03-11 22:50:44.488977,South,Sports,In-Store,37,383.77,54.0,14199.49
ORD1110,2024-03-21 11:03:43.647294,North,Electronics,Online,9,283.9,66.0,2555.1
ORD1360,2024-09-20 07:50:22.845691,West,Electronics,Online,20,328.77,42.0,6575.4
ORD1069,2024-02-20 11:18:09.378757,West,Home & Garden,Online,41,131.38,,5386.58
ORD1346,2024-09-10 02:04:05.290581,East,Groceries,In-Store,41,136.37,57.0,5591.17
ORD1435,2024-11-14 04:28:22.605210,West,Electronics,In-Store,19,39.01,72.0,741.19
ORD1129,2024-04-04 08:36:33.186372,Central,Groceries,Online,28,265.68,,7439.04
ORD1316,2024-08-19 03:24:53.386773,East,Electronics,In-Store,7,413.47,65.0,2894.29
ORD1447,2024-11-22 23:08:03.366733,North,Groceries,Online,7,39.28,55.0,274.96
ORD1258,2024-07-07 17:13:06.372745,South,SPORTS,Online,11,194.35,32.0,2137.85
ORD1322,2024-08-23 12:44:43.767535,South,Clothing,In-Store,38,44.58,65.0,1694.04
ORD1150,2024-04-19 17:15:59.519038,North,Clothing,In-Store,28,336.7,,9427.6
ORD1474,2024-12-12 17:07:20.080160,East,Groceries,In-Store,12,337.37,64.0,4048.44
ORD1337,2024-09-03 12:04:19.719438,West,Clothing,Online,47,109.82,38.0,5161.54
ORD1026,2024-01-20 00:25:58.316633,East,Sports,In-Store,1,304.74,49.0,304.74
ORD1398,2024-10-18 02:56:01.923847,West,Electronics,In-Store,12,331.05,35.0,3972.6
ORD1423,2024-11-05 09:48:41.843687,South,Sports,In-Store,45,22.61,54.0,1017.45
ORD1093,2024-03-09 00:37:30.901803,East,Clothing,Online,25,49.79,46.0,1244.75
ORD1428,2024-11-09 01:35:13.827655,Central,Electronics,Online,8,485.52,71.0,3884.16
ORD1148,2024-04-18 06:09:22.725450,South,Electronics,In-Store,16,310.59,32.0,4969.44
ORD1480,2024-12-17 02:27:10.460921,North,Home & Garden,In-Store,15,114.43,51.0,1716.45
ORD1422,2024-11-04 16:15:23.446893,South,Sports,In-Store,25,57.16,60.0,1429.0
ORD1119,2024-03-28 01:03:29.218436,South,Groceries,Online,38,323.08,70.0,12277.04
ORD1405,2024-10-23 05:49:10.701402,Central,Clothing,Online,11,391.68,33.0,4308.48
ORD1138,2024-04-10 22:36:18.757515,South,Groceries,In-Store,40,218.28,71.0,8731.2
ORD1169,2024-05-03 14:48:49.058116,West,Electronics,Online,10,48.08,23.0,480.8
ORD1363,2024-09-22 12:30:18.036072,Central,Clothing,Online,40,243.41,25.0,9736.4
ORD1202,2024-05-27 18:07:56.152304,North,Clothing,In-Store,10,107.06,71.0,1070.6
ORD1147,2024-04-17 12:36:04.328657,East,Sports,Online,19,87.33,44.0,1659.27
ORD1277,2024-07-21 14:45:55.911823,East,Sports,In-Store,6,193.55,66.0,1161.3
ORD1256,2024-07-06 06:06:29.579158,North,SPORTS,Online,29,490.71,37.0,14230.59
ORD1456,2024-11-29 13:07:48.937875,Central,Sports,Online,4,460.55,42.0,1842.2
ORD1440,2024-11-17 20:14:54.589178,North,Clothing,Online,3,392.33,70.0,1176.99
ORD1131,2024-04-05 19:43:09.979959,Central,Electronics,In-Store,13,240.96,35.0,3132.48
ORD1249,2024-07-01 03:13:20.801603,,Home & Garden,In-Store,4,378.64,24.0,1514.56
ORD1152,2024-04-21 04:22:36.312625,North,HOME & GARDEN,In-Store,48,268.47,28.0,12886.56
ORD1362,2024-09-21 18:56:59.639278,West,Home & Garden,Online,10,265.12,20.0,2651.2
